"No","year","month","day","hour","season","PM_US.Post","DEWP","HUMI","PRES","TEMP","cbwd","Iws","precipitation","Iprec","date"
50376,2015,9,30,23,3,20,25,88.86,1009,27,"SW",10,0,0,2015-09-30
50380,2015,10,1,3,3,25,25,94.25,1008,26,"SW",26,,,2015-10-01
50384,2015,10,1,7,3,8,22,88.62,1009,24,"NW",7,0.6,0.6,2015-10-01
50388,2015,10,1,11,3,36,20,94.03,1011,21,"NW",39,0.1,0.8,2015-10-01
50392,2015,10,1,15,3,84,17,69.01,1012,23,"NW",71,0,0,2015-10-01
50396,2015,10,1,19,3,28,12,60.03,1016,20,"NW",96,0,0,2015-10-01
50400,2015,10,1,23,3,26,10,59.54,1018,18,"NW",117,0,0,2015-10-01
50404,2015,10,2,3,3,27,10,67.57,1018,16,"NW",131,,,2015-10-02
50408,2015,10,2,7,3,44,13,72.6,1019,18,"SW",2,,,2015-10-02
50412,2015,10,2,11,3,25,11,41.49,1019,25,"SW",3,0,0,2015-10-02
50416,2015,10,2,15,3,34,12,41.78,1016,26,"SW",11,0,0,2015-10-02
50420,2015,10,2,19,3,30,12,60.03,1017,20,"SW",25,,,2015-10-02
50424,2015,10,2,23,3,41,14,68.4,1018,20,"SE",9,,,2015-10-02
50428,2015,10,3,3,3,39,16,82.77,1018,19,"cv",0,,,2015-10-03
50432,2015,10,3,7,3,37,17,82.89,1019,20,"SE",2,0,0,2015-10-03
50436,2015,10,3,11,3,22,14,53.62,1020,24,"NW",1,0,0,2015-10-03
50440,2015,10,3,15,3,38,14,44.89,1018,27,"NE",5,0,0,2015-10-03
50444,2015,10,3,19,3,33,16,60.98,1021,24,"SE",8,0,0,2015-10-03
50448,2015,10,3,23,3,23,18,78.09,1023,22,"SE",24,0,0,2015-10-03
50452,2015,10,4,3,3,19,18,78.09,1023,22,"NE",4,,,2015-10-04
50456,2015,10,4,7,3,21,17,69.01,1024,23,"NE",16,0,0,2015-10-04
50460,2015,10,4,11,3,28,16,57.44,1024,25,"NE",36,0,0,2015-10-04
50464,2015,10,4,15,3,21,15,77.64,1023,19,"NE",54,1.7,3.6,2015-10-04
50468,2015,10,4,19,3,33,16,82.77,1024,19,"SW",4,0.1,0.1,2015-10-04
50472,2015,10,4,23,3,8,15,82.65,1024,18,"NE",2,,,2015-10-04
50476,2015,10,5,3,3,27,16,82.77,1022,19,"NE",2,0,0,2015-10-05
50480,2015,10,5,7,3,33,17,88.2,1023,19,"cv",2,0.3,0.3,2015-10-05
50484,2015,10,5,11,3,25,17,82.89,1023,20,"NE",12,0.2,0.2,2015-10-05
50488,2015,10,5,15,3,18,18,88.28,1021,20,"NE",10,,,2015-10-05
50492,2015,10,5,19,3,36,18,88.28,1021,20,"SE",5,,,2015-10-05
50496,2015,10,5,23,3,21,18,93.94,1021,19,"NE",2,,,2015-10-05
50500,2015,10,6,3,3,5,19,93.98,1019,20,"NE",8,,,2015-10-06
50504,2015,10,6,7,3,13,19,88.37,1020,21,"SE",2,,,2015-10-06
50508,2015,10,6,11,3,12,18,73.5,1020,23,"NE",14,0,0,2015-10-06
50512,2015,10,6,15,3,18,16,57.44,1017,25,"SE",19,0,0,2015-10-06
50516,2015,10,6,19,3,32,16,64.76,1018,23,"NE",7,,,2015-10-06
50520,2015,10,6,23,3,25,17,73.32,1017,22,"SE",3,,,2015-10-06
50524,2015,10,7,3,3,29,16,68.81,1015,22,"SE",8,0,0,2015-10-07
50528,2015,10,7,7,3,18,16,68.81,1016,22,"SE",9,0,0,2015-10-07
50532,2015,10,7,11,3,12,17,69.01,1015,23,"SE",29,0,0,2015-10-07
50536,2015,10,7,15,3,10,17,64.98,1012,24,"SE",54,0,0,2015-10-07
50540,2015,10,7,19,3,12,17,73.32,1012,22,"SE",77,0,0,2015-10-07
50544,2015,10,7,23,3,5,18,78.09,1012,22,"SE",94,0,0,2015-10-07
50556,2015,10,8,11,3,18,18,88.28,1014,20,"NE",37,,,2015-10-08
50560,2015,10,8,15,3,15,15,68.61,1013,21,"NE",52,0,0,2015-10-08
50564,2015,10,8,19,3,35,15,77.64,1016,19,"NW",3,,,2015-10-08
50568,2015,10,8,23,3,38,16,82.77,1016,19,"NW",4,0,0,2015-10-08
50572,2015,10,9,3,3,44,16,88.11,1015,18,"NW",15,,,2015-10-09
50576,2015,10,9,7,3,82,16,88.11,1016,18,"NW",25,,,2015-10-09
50592,2015,10,9,23,3,86,15,88.02,1015,17,"SW",4,,,2015-10-09
50596,2015,10,10,3,3,80,13,77.32,1014,17,"NW",4,,,2015-10-10
50600,2015,10,10,7,3,51,13,77.32,1014,17,"SW",3,,,2015-10-10
50604,2015,10,10,11,3,35,12,47.05,1014,24,"SW",4,0,0,2015-10-10
50608,2015,10,10,15,3,12,7,33.63,1012,24,"NW",25,0,0,2015-10-10
50616,2015,10,10,23,3,4,11,67.78,1019,17,"NE",11,0,0,2015-10-10
50620,2015,10,11,3,3,54,11,77.01,1019,15,"NW",11,0,0,2015-10-11
50624,2015,10,11,7,3,12,5,51.2,1020,15,"NW",28,0,0,2015-10-11
50632,2015,10,11,15,3,60,4,30.81,1019,22,"NW",68,0,0,2015-10-11
50636,2015,10,11,19,3,68,5,39.75,1021,19,"NW",83,0,0,2015-10-11
50640,2015,10,11,23,3,80,8,55.41,1022,17,"cv",0,,,2015-10-11
50700,2015,10,14,11,3,57,7,35.71,1021,23,"SE",5,0,0,2015-10-14
50704,2015,10,14,15,3,32,8,36,1019,24,"SE",5,0,0,2015-10-14
50708,2015,10,14,19,3,87,10,52.56,1020,20,"SE",18,,,2015-10-14
50712,2015,10,14,23,3,55,14,72.78,1020,19,"SE",2,,,2015-10-14
50716,2015,10,15,3,3,26,13,77.32,1018,17,"cv",1,,,2015-10-15
50720,2015,10,15,7,3,25,15,77.64,1019,19,"SE",1,0,0,2015-10-15
50724,2015,10,15,11,3,12,14,50.51,1019,25,"SE",17,0,0,2015-10-15
50728,2015,10,15,15,3,20,14,44.89,1017,27,"SW",9,0,0,2015-10-15
50732,2015,10,15,19,3,30,12,56.44,1018,21,"SE",3,0,0,2015-10-15
50736,2015,10,15,23,3,38,15,72.96,1019,20,"SE",14,,,2015-10-15
50740,2015,10,16,3,3,38,16,88.11,1018,18,"SE",1,,,2015-10-16
50744,2015,10,16,7,3,35,16,88.11,1019,18,"cv",0,,,2015-10-16
50748,2015,10,16,11,3,39,16,57.44,1019,25,"cv",3,0,0,2015-10-16
50752,2015,10,16,15,3,37,15,53.88,1017,25,"NE",12,0,0,2015-10-16
50756,2015,10,16,19,3,36,13,56.69,1019,22,"NE",27,0,0,2015-10-16
50760,2015,10,16,23,3,29,15,72.96,1020,20,"cv",1,,,2015-10-16
50764,2015,10,17,3,3,47,14,82.52,1019,17,"cv",1,,,2015-10-17
50768,2015,10,17,7,3,47,15,82.65,1021,18,"cv",1,0,0,2015-10-17
50772,2015,10,17,11,3,9,11,41.49,1021,25,"NE",12,0,0,2015-10-17
50776,2015,10,17,15,3,16,11,41.49,1018,25,"NE",4,0,0,2015-10-17
50780,2015,10,17,19,3,27,13,60.27,1019,21,"NE",19,0,0,2015-10-17
50784,2015,10,17,23,3,44,14,68.4,1019,20,"NE",30,,,2015-10-17
50788,2015,10,18,3,3,49,14,82.52,1019,17,"cv",0,,,2015-10-18
50792,2015,10,18,7,3,46,16,88.11,1020,18,"NW",2,,,2015-10-18
50796,2015,10,18,11,3,32,13,53.36,1020,23,"NE",8,0,0,2015-10-18
50800,2015,10,18,15,3,27,12,44.33,1018,25,"NE",12,0,0,2015-10-18
50804,2015,10,18,19,3,34,13,60.27,1019,21,"NE",30,0,0,2015-10-18
50808,2015,10,18,23,3,41,14,77.48,1019,18,"NE",42,0,0,2015-10-18
50812,2015,10,19,3,3,34,14,82.52,1018,17,"NW",2,,,2015-10-19
50816,2015,10,19,7,3,41,16,88.11,1018,18,"NW",11,0,0,2015-10-19
50820,2015,10,19,11,3,26,16,60.98,1017,24,"NE",12,0,0,2015-10-19
50824,2015,10,19,15,3,29,13,50.24,1014,24,"NE",8,0,0,2015-10-19
50828,2015,10,19,19,3,58,13,60.27,1015,21,"NE",25,0,0,2015-10-19
50832,2015,10,19,23,3,40,15,72.96,1015,20,"NE",35,0,0,2015-10-19
50836,2015,10,20,3,3,42,15,82.65,1014,18,"NE",4,,,2015-10-20
50840,2015,10,20,7,3,41,17,82.89,1015,20,"cv",0,0,0,2015-10-20
50844,2015,10,20,11,3,36,15,53.88,1015,25,"SE",4,0,0,2015-10-20
50848,2015,10,20,15,3,17,16,57.44,1013,25,"NE",5,0,0,2015-10-20
50852,2015,10,20,19,3,33,17,73.32,1014,22,"NE",9,0,0,2015-10-20
50856,2015,10,20,23,3,35,16,73.14,1015,21,"NE",4,0,0,2015-10-20
50860,2015,10,21,3,3,46,16,88.11,1015,18,"NE",11,,,2015-10-21
50864,2015,10,21,7,3,41,17,93.89,1016,18,"NE",18,0,0,2015-10-21
50868,2015,10,21,11,3,32,15,57.2,1017,24,"SE",3,0,0,2015-10-21
50872,2015,10,21,15,3,34,14,47.61,1015,26,"NE",15,,,2015-10-21
50876,2015,10,21,19,3,55,15,64.54,1017,22,"NE",30,0,0,2015-10-21
50880,2015,10,21,23,3,61,17,88.2,1018,19,"NE",39,,,2015-10-21
50884,2015,10,22,3,3,65,16,88.11,1017,18,"NW",4,0,0,2015-10-22
50888,2015,10,22,7,3,55,18,93.94,1018,19,"NW",11,0,0,2015-10-22
50892,2015,10,22,11,3,68,17,64.98,1019,24,"NE",16,0,0,2015-10-22
50896,2015,10,22,15,3,95,16,57.44,1017,25,"NE",31,0,0,2015-10-22
50900,2015,10,22,19,3,111,17,73.32,1018,22,"NE",47,0,0,2015-10-22
50904,2015,10,22,23,3,42,17,77.94,1018,21,"NE",60,,,2015-10-22
50908,2015,10,23,3,3,50,17,93.89,1017,18,"NE",69,,,2015-10-23
50912,2015,10,23,7,3,41,18,93.94,1018,19,"NE",7,0,0,2015-10-23
50916,2015,10,23,11,3,38,17,57.69,1018,26,"SE",4,0,0,2015-10-23
50920,2015,10,23,15,3,37,17,61.21,1016,25,"SE",7,0,0,2015-10-23
50924,2015,10,23,19,3,40,18,78.09,1017,22,"NE",4,0,0,2015-10-23
50928,2015,10,23,23,3,40,19,88.37,1018,21,"NE",9,0,0,2015-10-23
50932,2015,10,24,3,3,42,19,93.98,1017,20,"SE",8,,,2015-10-24
50936,2015,10,24,7,3,42,19,93.98,1018,20,"NE",3,,,2015-10-24
50940,2015,10,24,11,3,47,19,65.41,1019,26,"NE",3,0,0,2015-10-24
50944,2015,10,24,15,3,47,18,65.19,1018,25,"NE",20,0,0,2015-10-24
50948,2015,10,24,19,3,33,16,68.81,1020,22,"NE",40,0,0,2015-10-24
50952,2015,10,24,23,3,38,17,77.94,1021,21,"NE",55,0,0,2015-10-24
50956,2015,10,25,3,3,39,17,88.2,1021,19,"NW",2,,,2015-10-25
50960,2015,10,25,7,3,77,18,88.28,1022,20,"NW",11,,,2015-10-25
50964,2015,10,25,11,3,42,17,69.01,1022,23,"NE",14,0,0,2015-10-25
50968,2015,10,25,15,3,39,15,60.74,1020,23,"NE",29,0,0,2015-10-25
50972,2015,10,25,19,3,36,15,68.61,1021,21,"NE",8,0,0,2015-10-25
50976,2015,10,25,23,3,27,15,72.96,1020,20,"SE",3,,,2015-10-25
50980,2015,10,26,3,3,27,14,72.78,1018,19,"SE",13,,,2015-10-26
50984,2015,10,26,7,3,33,16,77.79,1018,20,"SE",26,0,0,2015-10-26
50988,2015,10,26,11,3,43,18,65.19,1017,25,"SE",46,0,0,2015-10-26
50992,2015,10,26,15,3,44,18,61.44,1014,26,"SE",66,0,0,2015-10-26
50996,2015,10,26,19,3,61,18,73.5,1014,23,"SE",79,0,0,2015-10-26
51000,2015,10,26,23,3,66,20,88.45,1014,22,"SE",90,,,2015-10-26
51004,2015,10,27,3,3,36,16,93.84,1016,17,"NW",26,0,0,2015-10-27
51008,2015,10,27,7,3,55,14,87.93,1018,16,"NW",55,0,0,2015-10-27
51012,2015,10,27,11,3,84,12,67.99,1019,18,"NW",81,0,0,2015-10-27
51016,2015,10,27,15,3,88,9,52.3,1018,19,"NW",107,0,0,2015-10-27
51020,2015,10,27,19,3,80,8,59.04,1020,16,"NW",125,,,2015-10-27
51024,2015,10,27,23,3,72,8,67.15,1022,14,"NW",136,,,2015-10-27
51028,2015,10,28,3,3,70,8,67.15,1021,14,"cv",0,0,0,2015-10-28
51032,2015,10,28,7,3,55,10,82.01,1022,13,"cv",1,0,0,2015-10-28
51036,2015,10,28,11,3,45,3,30.52,1022,21,"NW",3,0,0,2015-10-28
51040,2015,10,28,15,3,58,6,42.61,1021,19,"NW",6,0,0,2015-10-28
51044,2015,10,28,19,3,67,7,48.59,1021,18,"SE",2,0,0,2015-10-28
51048,2015,10,28,23,3,53,11,63.64,1022,18,"NE",4,,,2015-10-28
51052,2015,10,29,3,3,52,13,77.32,1021,17,"NE",11,,,2015-10-29
51056,2015,10,29,7,3,54,14,93.75,1022,15,"NE",23,4.7,8.4,2015-10-29
51060,2015,10,29,11,3,38,13,87.84,1022,15,"NE",40,0.2,13.9,2015-10-29
51064,2015,10,29,15,3,24,13,87.84,1020,15,"NE",59,0.2,0.2,2015-10-29
51068,2015,10,29,19,3,27,14,93.75,1022,15,"NE",83,0.5,3.6,2015-10-29
51072,2015,10,29,23,3,19,15,100,1023,15,"NE",104,0.8,10,2015-10-29
51076,2015,10,30,3,3,42,15,100,1023,15,"NW",7,0,0,2015-10-30
51080,2015,10,30,7,3,38,13,77.32,1025,17,"NE",11,0,0,2015-10-30
51084,2015,10,30,11,3,39,12,67.99,1027,18,"NE",41,0,0,2015-10-30
51088,2015,10,30,15,3,24,9,59.29,1026,17,"NE",69,0,0,2015-10-30
51092,2015,10,30,19,3,26,9,67.36,1028,15,"NE",90,0,0,2015-10-30
51096,2015,10,30,23,3,18,8,62.95,1030,15,"NE",109,0,0,2015-10-30
51100,2015,10,31,3,3,15,8,67.15,1029,14,"NE",128,0,0,2015-10-31
51104,2015,10,31,7,3,20,7,58.79,1030,15,"NE",144,0,0,2015-10-31
51108,2015,10,31,11,3,23,7,48.59,1030,18,"NE",163,0,0,2015-10-31
51112,2015,10,31,15,3,32,6,45.36,1028,18,"NE",175,0,0,2015-10-31
51116,2015,10,31,19,3,29,9,63.18,1029,16,"NE",193,0,0,2015-10-31
51120,2015,10,31,23,3,25,11,77.01,1028,15,"NE",208,0,0,2015-10-31
51124,2015,11,1,3,3,25,11,82.14,1026,14,"NE",3,0,0,2015-11-01
51128,2015,11,1,7,3,29,12,93.65,1027,13,"NW",2,0.1,0.6,2015-11-01
51132,2015,11,1,11,3,24,12,87.75,1026,14,"NW",9,0.3,0.3,2015-11-01
51136,2015,11,1,15,3,27,11,87.66,1024,13,"NE",2,0.1,0.1,2015-11-01
51140,2015,11,1,19,3,66,11,87.66,1025,13,"NW",9,0,0,2015-11-01
51144,2015,11,1,23,3,90,11,93.6,1025,12,"NW",3,,,2015-11-01
51148,2015,11,2,3,3,88,10,93.55,1025,11,"NW",8,,,2015-11-02
51152,2015,11,2,7,3,109,9,87.47,1026,11,"NW",2,,,2015-11-02
51156,2015,11,2,11,3,114,5,48.03,1026,16,"NW",18,0,0,2015-11-02
51160,2015,11,2,15,3,107,4,39.46,1025,18,"NW",4,0.1,0.1,2015-11-02
51164,2015,11,2,19,3,131,5,48.03,1026,16,"NE",5,,,2015-11-02
51168,2015,11,2,23,3,140,7,66.93,1027,13,"NE",2,,,2015-11-02
51172,2015,11,3,3,3,142,8,87.38,1026,10,"cv",0,,,2015-11-03
51176,2015,11,3,7,3,136,8,87.38,1027,10,"cv",0,,,2015-11-03
51180,2015,11,3,11,3,63,9,49.15,1027,20,"NE",4,0,0,2015-11-03
51184,2015,11,3,15,3,54,11,56.19,1026,20,"SE",13,0,0,2015-11-03
51188,2015,11,3,19,3,60,12,67.99,1026,18,"NE",5,,,2015-11-03
51192,2015,11,3,23,3,46,12,77.17,1026,16,"SE",3,0,0,2015-11-03
51196,2015,11,4,3,3,34,11,77.01,1024,15,"NE",3,,,2015-11-04
51200,2015,11,4,7,3,38,12,67.99,1025,18,"NE",6,,,2015-11-04
51204,2015,11,4,11,3,33,16,77.79,1024,20,"SE",13,0,0,2015-11-04
51208,2015,11,4,15,3,34,17,93.89,1022,18,"NE",2,,,2015-11-04
51212,2015,11,4,19,3,41,18,93.94,1022,19,"SE",12,,,2015-11-04
51216,2015,11,4,23,3,21,18,93.94,1022,19,"SE",2,,,2015-11-04
51220,2015,11,5,3,3,34,18,100,1021,18,"NE",3,,,2015-11-05
51224,2015,11,5,7,3,38,18,100,1021,18,"cv",0,,,2015-11-05
51228,2015,11,5,11,3,42,19,83.13,1021,22,"SE",10,0,0,2015-11-05
51232,2015,11,5,15,3,30,19,78.24,1019,23,"SW",2,0,0,2015-11-05
51236,2015,11,5,19,3,45,18,83.01,1020,21,"SE",10,0,0,2015-11-05
51244,2015,11,6,3,3,26,19,88.37,1018,21,"SE",17,,,2015-11-06
51248,2015,11,6,7,3,24,19,88.37,1019,21,"SE",34,0,0,2015-11-06
51252,2015,11,6,11,3,14,20,83.25,1019,23,"SE",54,0,0,2015-11-06
51256,2015,11,6,15,3,21,21,74.02,1016,26,"SE",80,0,0,2015-11-06
51260,2015,11,6,19,3,25,21,88.54,1016,23,"SE",104,0,0,2015-11-06
51268,2015,11,7,3,3,15,21,94.07,1015,22,"SE",141,,,2015-11-07
51272,2015,11,7,7,3,24,21,94.07,1016,22,"SE",151,,,2015-11-07
51276,2015,11,7,11,3,21,23,88.7,1016,25,"SE",3,0,0,2015-11-07
51280,2015,11,7,15,3,101,21,88.54,1015,23,"NW",8,0,0,2015-11-07
51284,2015,11,7,19,3,96,14,87.93,1018,16,"NW",33,0,0,2015-11-07
51292,2015,11,8,3,3,49,13,100,1019,13,"NW",71,0.5,0.5,2015-11-08
51296,2015,11,8,7,3,46,12,93.65,1021,13,"NW",84,0,0,2015-11-08
51300,2015,11,8,11,3,85,12,87.75,1021,14,"NW",100,0,0,2015-11-08
51316,2015,11,9,3,3,46,11,93.6,1021,12,"NW",174,1.5,1.8,2015-11-09
51320,2015,11,9,7,3,97,11,93.6,1023,12,"NW",192,0.1,0.1,2015-11-09
51324,2015,11,9,11,3,114,10,82.01,1024,13,"NW",213,0,0,2015-11-09
51328,2015,11,9,15,3,94,9,76.68,1024,13,"NW",238,0,0,2015-11-09
51332,2015,11,9,19,3,83,9,76.68,1026,13,"NW",259,0,0,2015-11-09
51340,2015,11,10,3,3,88,6,81.48,1026,9,"NW",294,0,0,2015-11-10
51344,2015,11,10,7,3,84,7,87.28,1027,9,"NW",307,,,2015-11-10
51348,2015,11,10,11,3,59,8,59.04,1028,16,"NE",3,0,0,2015-11-10
51352,2015,11,10,15,3,30,7,55.15,1025,16,"NE",23,0,0,2015-11-10
51356,2015,11,10,19,3,33,6,58.54,1026,14,"NE",38,0,0,2015-11-10
51364,2015,11,11,3,3,42,8,76.52,1025,12,"NE",2,0,0,2015-11-11
51368,2015,11,11,7,3,46,9,81.88,1026,12,"NE",13,0,0,2015-11-11
51372,2015,11,11,11,3,28,8,52.02,1026,18,"NE",27,0,0,2015-11-11
51376,2015,11,11,15,3,32,9,55.67,1024,18,"NE",48,0,0,2015-11-11
51380,2015,11,11,19,3,29,9,63.18,1026,16,"NE",66,0,0,2015-11-11
51392,2015,11,12,7,3,59,13,87.84,1025,15,"NE",9,0,0,2015-11-12
51428,2015,11,13,19,3,51,12,82.27,1017,15,"NW",58,0,0,2015-11-13
51436,2015,11,14,3,3,85,11,82.14,1016,14,"NW",91,0,0,2015-11-14
51440,2015,11,14,7,3,137,9,76.68,1018,13,"NW",109,0,0,2015-11-14
51444,2015,11,14,11,3,117,9,59.29,1019,17,"NW",126,0.1,0.1,2015-11-14
51448,2015,11,14,15,3,117,9,59.29,1017,17,"NW",143,0,0,2015-11-14
51452,2015,11,14,19,3,133,10,67.57,1019,16,"NW",155,,,2015-11-14
51456,2015,11,14,23,3,165,9,76.68,1020,13,"NW",166,,,2015-11-14
51460,2015,11,15,3,3,147,10,87.57,1019,12,"cv",0,,,2015-11-15
51464,2015,11,15,7,3,132,10,93.55,1021,11,"NE",2,,,2015-11-15
51468,2015,11,15,11,3,77,10,55.93,1021,19,"SE",8,0,0,2015-11-15
51472,2015,11,15,15,3,89,11,56.19,1018,20,"SE",22,0,0,2015-11-15
51476,2015,11,15,19,3,68,11,67.78,1018,17,"SE",9,0,0,2015-11-15
51480,2015,11,15,23,3,59,14,82.52,1017,17,"SE",28,0,0,2015-11-15
51484,2015,11,16,3,3,45,16,93.84,1013,17,"SE",46,0,0,2015-11-16
51488,2015,11,16,7,3,44,17,93.89,1014,18,"SW",9,0,0,2015-11-16
51492,2015,11,16,11,3,56,17,82.89,1015,20,"SW",26,0,0,2015-11-16
51496,2015,11,16,15,3,119,16,82.77,1015,19,"NW",10,0,0,2015-11-16
51500,2015,11,16,19,3,111,15,88.02,1017,17,"NE",8,0,0,2015-11-16
51504,2015,11,16,23,3,63,14,87.93,1017,16,"NE",24,1.9,3.9,2015-11-16
51508,2015,11,17,3,3,50,14,93.75,1016,15,"NE",40,0.3,1,2015-11-17
51512,2015,11,17,7,3,32,13,93.7,1019,14,"NE",56,0.2,0.9,2015-11-17
51516,2015,11,17,11,3,40,15,93.8,1018,16,"NE",68,0,0,2015-11-17
51520,2015,11,17,15,3,15,15,93.8,1017,16,"NE",82,0.8,0.8,2015-11-17
51524,2015,11,17,19,3,19,15,93.8,1016,16,"NE",99,3,14.1,2015-11-17
51528,2015,11,17,23,3,12,16,93.84,1015,17,"NE",118,1.9,21.7,2015-11-17
51532,2015,11,18,3,3,11,15,93.8,1015,16,"NE",137,0.2,24.2,2015-11-18
51536,2015,11,18,7,3,26,15,93.8,1017,16,"NE",153,0,0,2015-11-18
51540,2015,11,18,11,3,37,14,87.93,1020,16,"NE",173,0,0,2015-11-18
51544,2015,11,18,15,3,38,13,82.4,1020,16,"NE",194,0,0,2015-11-18
51548,2015,11,18,19,3,48,12,82.27,1023,15,"NE",213,0,0,2015-11-18
51552,2015,11,18,23,3,30,10,76.84,1023,14,"NW",3,0,0,2015-11-18
51556,2015,11,19,3,3,27,10,76.84,1022,14,"NE",8,,,2015-11-19
51560,2015,11,19,7,3,32,11,82.14,1023,14,"NW",2,0,0,2015-11-19
51564,2015,11,19,11,3,36,12,82.27,1023,15,"NE",12,,,2015-11-19
51572,2015,11,19,19,3,44,12,87.75,1023,14,"NE",34,0,0,2015-11-19
51576,2015,11,19,23,3,30,10,76.84,1023,14,"NE",46,0,0,2015-11-19
51580,2015,11,20,3,3,41,12,87.75,1022,14,"NE",59,0,0,2015-11-20
51584,2015,11,20,7,3,45,12,93.65,1024,13,"NE",69,0,0,2015-11-20
51588,2015,11,20,11,3,44,12,77.17,1024,16,"NE",79,0,0,2015-11-20
51592,2015,11,20,15,3,35,13,87.84,1022,15,"NE",93,0.1,0.6,2015-11-20
51596,2015,11,20,19,3,56,12,82.27,1024,15,"NE",104,0.1,0.1,2015-11-20
51600,2015,11,20,23,3,59,13,87.84,1024,15,"NE",113,,,2015-11-20
51604,2015,11,21,3,3,48,14,93.75,1023,15,"NW",2,,,2015-11-21
51608,2015,11,21,7,3,29,15,93.8,1024,16,"cv",0,0,0,2015-11-21
51612,2015,11,21,11,3,17,16,93.84,1024,17,"NE",8,0.7,1.1,2015-11-21
51616,2015,11,21,15,3,16,17,100,1022,17,"NE",5,0.2,0.2,2015-11-21
51620,2015,11,21,19,3,17,16,93.84,1023,17,"NE",20,0.3,1.1,2015-11-21
51624,2015,11,21,23,3,21,15,88.02,1024,17,"NE",40,0.1,0.9,2015-11-21
51628,2015,11,22,3,3,25,16,93.84,1023,17,"NE",59,0,0,2015-11-22
51632,2015,11,22,7,3,31,15,88.02,1023,17,"NE",76,0.7,1.8,2015-11-22
51636,2015,11,22,11,3,28,17,88.2,1023,19,"NE",95,0,0,2015-11-22
51640,2015,11,22,15,3,36,17,82.89,1021,20,"NE",112,0,0,2015-11-22
51644,2015,11,22,19,3,41,17,88.2,1022,19,"NE",9,0,0,2015-11-22
51648,2015,11,22,23,3,37,18,93.94,1022,19,"SE",2,0.3,0.3,2015-11-22
51652,2015,11,23,3,3,41,17,93.89,1020,18,"NW",5,,,2015-11-23
51656,2015,11,23,7,3,60,16,88.11,1021,18,"NW",24,0,0,2015-11-23
51660,2015,11,23,11,3,27,16,93.84,1023,17,"NW",47,0,0,2015-11-23
51664,2015,11,23,15,3,26,15,88.02,1022,17,"NE",11,0,0,2015-11-23
51668,2015,11,23,19,3,31,13,82.4,1024,16,"NE",32,0,0,2015-11-23
51672,2015,11,23,23,3,15,12,77.17,1024,16,"NE",56,0,0,2015-11-23
51676,2015,11,24,3,3,20,13,87.84,1024,15,"NE",76,0.6,0.6,2015-11-24
51680,2015,11,24,7,3,30,12,87.75,1024,14,"NE",99,0,0,2015-11-24
51684,2015,11,24,11,3,26,10,72.04,1024,15,"NE",122,0,0,2015-11-24
51688,2015,11,24,15,3,28,10,76.84,1022,14,"NE",144,0,0,2015-11-24
51692,2015,11,24,19,3,34,10,82.01,1023,13,"NE",161,0,0,2015-11-24
51696,2015,11,24,23,3,11,10,100,1024,10,"NE",184,1.7,2.9,2015-11-24
51700,2015,11,25,3,3,6,8,93.45,1024,9,"NW",7,0.4,7.9,2015-11-25
51704,2015,11,25,7,3,23,6,87.19,1025,8,"NW",33,0,0,2015-11-25
51708,2015,11,25,11,3,39,4,75.84,1026,8,"NW",61,0,0,2015-11-25
51712,2015,11,25,15,3,29,3,75.67,1024,7,"NW",90,0,0,2015-11-25
51716,2015,11,25,19,3,76,1,70.27,1026,6,"NW",117,0,0,2015-11-25
51720,2015,11,25,23,3,65,-1,65.13,1027,5,"NW",147,0,0,2015-11-25
51724,2015,11,26,3,3,67,-2,64.9,1026,4,"NW",183,0,0,2015-11-26
51728,2015,11,26,7,3,65,-5,64.18,1028,1,"NW",217,0,0,2015-11-26
51732,2015,11,26,11,3,69,-4,55.91,1029,4,"NW",249,0,0,2015-11-26
51736,2015,11,26,15,3,51,-8,41.17,1028,4,"NW",284,0,0,2015-11-26
51740,2015,11,26,19,3,47,-8,44.19,1030,3,"NW",315,0,0,2015-11-26
51744,2015,11,26,23,3,50,-6,63.94,1032,0,"NW",340,0,0,2015-11-26
51748,2015,11,27,3,3,32,-8,58.95,1031,-1,"NW",362,0,0,2015-11-27
51752,2015,11,27,7,3,40,-7,68.56,1031,-2,"NE",2,0,0,2015-11-27
51756,2015,11,27,11,3,43,-6,48.04,1031,4,"SW",3,0,0,2015-11-27
51760,2015,11,27,15,3,44,-9,30.92,1028,7,"cv",3,0,0,2015-11-27
51764,2015,11,27,19,3,52,-7,41.48,1029,5,"SW",1,,,2015-11-27
51768,2015,11,27,23,3,78,-6,41.79,1029,6,"SE",2,0,0,2015-11-27
51772,2015,11,28,3,3,45,-5,45.1,1029,6,"SE",9,0,0,2015-11-28
51776,2015,11,28,7,3,48,-1,60.76,1028,6,"cv",1,,,2015-11-28
51780,2015,11,28,11,3,67,-1,37.96,1029,13,"SW",4,0,0,2015-11-28
51784,2015,11,28,15,3,78,-2,30.98,1026,15,"SW",2,0,0,2015-11-28
51788,2015,11,28,19,3,73,4,58.03,1028,12,"SE",5,,,2015-11-28
51792,2015,11,28,23,3,73,5,66.49,1028,11,"cv",0,,,2015-11-28
51796,2015,11,29,3,3,76,8,93.45,1027,9,"SE",2,,,2015-11-29
51800,2015,11,29,7,3,68,8,93.45,1026,9,"NW",1,,,2015-11-29
51804,2015,11,29,11,3,48,10,93.55,1026,11,"SW",2,0,0,2015-11-29
